source_index,report_id,indicator_id,original_status,original_value,original_unit,original_evidence_quote,original_page_no,original_block_id,final_status,final_value,final_unit,final_qualitative_text,final_evidence_quote,final_page_no,final_block_id,final_block_type,rationale,reviewer,reviewed_at
86,600480_凌云股份_2025_ESG报告,g_cybersecurity_governance,error,,,制定了《网络安全管理办法》等制度，遵循“透明可控、用户知情”原则建立信息安全管理体系；建立信息安全应急响应机制，定期开展应急演练、内部审计和风险评估。,27,600480_凌云股份_2025_ESG报告:p27:b12,found,,,公司始终恪守《中华人民共和国网络安全法》《数据安全法》《个人信息保护法》以及所在国家或地区适用的信息安全相关法律法规，制定了《网络安全管理办法》《网络管理制度》《机房管理办法》《信息化项目管理办法》等制度，遵循“透明可控、用户知情”原则建立信息安全管理体系；按照“最小必要”原则明确信息收集使用规则，提供自主授权与撤回通道，确保个人信息处理合法合规，尤其注重对个人隐私和客户隐私的保护。报告期内，未出现客户隐私泄露事件，未发生重大网络安全事件。,公司始终恪守《中华人民共和国网络安全法》《数据安全法》《个人信息保护法》以及所在国家或地区适用的信息安全相关法律法规，制定了《网络安全管理办法》《网络管理制度》《机房管理办法》《信息化项目管理办法》等制度，遵循“透明可控、用户知情”原则建立信息安全管理体系；按照“最小必要”原则明确信息收集使用规则，提供自主授权与撤回通道，确保个人信息处理合法合规，尤其注重对个人隐私和客户隐私的保护。报告期内，未出现客户隐私泄露事件，未发生重大网络安全事件。,27,600480_凌云股份_2025_ESG报告:p27:b12,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
87,600587_新华医疗_2025_ESG报告,s_employee_total,error,7982,人,员工总数 | 人 | 8209 | 8135 | 7982,86,600587_新华医疗_2025_ESG报告:p86:b3,found,7982,人,,$员工总数^1$ | 人 | 8209 | 8135 | 7982,86,600587_新华医疗_2025_ESG报告:p86:b3,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
88,600587_新华医疗_2025_ESG报告,g_business_ethics,error,true,,反商业贿赂及反贪污 | 遵守商业道德 反不正当竞争 | 遵守商业道德 风险合规管理 | 依法合规治企、遵守商业道德,88,600587_新华医疗_2025_ESG报告:p88:b3,found,true,,"声誉风险 | 供应商高成本高损耗、交期调控等治理流程低效,引发公司商业道德违规问题,可能导致公司声誉受损 | 中起长期 | 运营成本增加、品牌声誉受损 | 定期动态评估供应商,关注供应商经营信息;强化供应商商业道德规范培训与监督","声誉风险 | 供应商高成本高损耗、交期调控等治理流程低效,引发公司商业道德违规问题,可能导致公司声誉受损 | 中起长期 | 运营成本增加、品牌声誉受损 | 定期动态评估供应商,关注供应商经营信息;强化供应商商业道德规范培训与监督",44,600587_新华医疗_2025_ESG报告:p44:b4,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
89,600630_龙头股份_2025_ESG报告,g_stakeholder_communication,error,,,沟通机制包括：日常工作会议、专题会议、政府相关机构调研、投资者调研、股东会、互动平台沟通答疑、业绩说明会、社区共建、志愿服务活动、公益慈善。,13,600630_龙头股份_2025_ESG报告:p13:b3,found,,,"股东及投资者 | 公司治理 | 
合规及风险管理 | 
信息安全 | 信息披露 
商业道德 | 投资者调研 
创新驱动 | 股东会 
产品质量 | 互动平台沟通答疑 
供应商管理 | 业绩说明会 
负责任营销 | 
应对气候变化 | 
周边社区与环境 | 污染物与废弃物管理 | 
水资源利用 | 社区共建 
应对气候变化 | 志愿服务活动 
社会贡献与乡村振兴 | 环境信息披露 
客户服务 | 公益慈善","股东及投资者 | 公司治理 | 
合规及风险管理 | 
信息安全 | 信息披露 
商业道德 | 投资者调研 
创新驱动 | 股东会 
产品质量 | 互动平台沟通答疑 
供应商管理 | 业绩说明会 
负责任营销 | 
应对气候变化 | 
周边社区与环境 | 污染物与废弃物管理 | 
水资源利用 | 社区共建 
应对气候变化 | 志愿服务活动 
社会贡献与乡村振兴 | 环境信息披露 
客户服务 | 公益慈善",13,600630_龙头股份_2025_ESG报告:p13:b3,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
90,600684_珠江股份_2025_ESG暨社会责任报告,g_anti_corruption,error,true,,出台《广州珠江发展集团股份有限公司纪委监督执纪工作实施办法》等反舞弊、反腐败、反贿赂廉洁从业相关政策，明确管理干部和高风险等关键岗位人员的行为边界与责任。,42,600684_珠江股份_2025_ESG暨社会责任报告:p42:b5,found,true,,珠江股份严格落实全面从严治党要求，出台《广州珠江发展集团股份有限公司纪委监督执纪工作实施办法》《广州珠江发展集团股份有限公司纪委信访举报问题线索管理办法》等反舞弊、反腐败、反贿赂廉洁从业相关政策，明确管理干部和高风险等关键岗位人员的行为边界与责任。制定负面清单和风险点防范措施、廉洁风险防控管理手册、异地项目联合监督检查管理办法等，明确移送问题线索工作流程，深化整治“四风”突出问题。2025年珠江股份未发生商业贿赂及贪污事件。,珠江股份严格落实全面从严治党要求，出台《广州珠江发展集团股份有限公司纪委监督执纪工作实施办法》《广州珠江发展集团股份有限公司纪委信访举报问题线索管理办法》等反舞弊、反腐败、反贿赂廉洁从业相关政策，明确管理干部和高风险等关键岗位人员的行为边界与责任。制定负面清单和风险点防范措施、廉洁风险防控管理手册、异地项目联合监督检查管理办法等，明确移送问题线索工作流程，深化整治“四风”突出问题。2025年珠江股份未发生商业贿赂及贪污事件。,42,600684_珠江股份_2025_ESG暨社会责任报告:p42:b5,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
91,600684_珠江股份_2025_ESG暨社会责任报告,g_cybersecurity_governance,error,,,珠江城市服务遵循《广州珠江城市管理服务集团股份有限公司数据安全管理制度（试行）》等内部管理制度，明确信息安全管理内容和方法、信息管理权限等规定，有效防范信息安全风险。,23,600684_珠江股份_2025_ESG暨社会责任报告:p23:b29,found,,,珠江城市服务遵循《广州珠江城市管理服务集团股份有限公司数据安全管理制度（试行）》《广州珠江城市管理服务集团股份有限公司应急预案管理办法》《广州珠江城市管理服务集团股份有限公司系统统一权限管理》等内部管理制度，明确信息安全管理内容和方法、信息管理权限等规定，有效防范信息安全风险。2025年，珠江城市服务针对“珠江惠系统”“PMS系统”已取得的二级等保证书，开展网络安全基线配置加固、客户敏感信息协议完善调整等工作，加强信息安全防护能力。,珠江城市服务遵循《广州珠江城市管理服务集团股份有限公司数据安全管理制度（试行）》《广州珠江城市管理服务集团股份有限公司应急预案管理办法》《广州珠江城市管理服务集团股份有限公司系统统一权限管理》等内部管理制度，明确信息安全管理内容和方法、信息管理权限等规定，有效防范信息安全风险。2025年，珠江城市服务针对“珠江惠系统”“PMS系统”已取得的二级等保证书，开展网络安全基线配置加固、客户敏感信息协议完善调整等工作，加强信息安全防护能力。,23,600684_珠江股份_2025_ESG暨社会责任报告:p23:b29,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
92,600737_中粮糖业_2025_ESG报告,g_information_disclosure,error,,,- 提高信息披露透明度 - 连续获评上海证券交易所信息披露“A类”评价 - 及时、准确、全面地信息披露,10,600737_中粮糖业_2025_ESG报告:p10:b18,found,,,连续获评上海证券交易所信息披露“A类”评价,连续获评上海证券交易所信息披露“A类”评价,12,600737_中粮糖业_2025_ESG报告:p12:b2,list,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
93,600759_ST洲际_2025_ESG报告,s_employee_gender,error,17,%,按性别划分的员工比例 | 女性员工 | % | 17 | 17,35,600759_ST洲际_2025_ESG报告:p35:b5,found,17,%,,女性员工 | % | 17 | 17,35,600759_ST洲际_2025_ESG报告:p35:b5,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
94,600759_ST洲际_2025_ESG报告,g_esg_governance,error,true,,"2-9 | 管治架构和组成 | 1.1深化企业治理 2-12 | 在管理影响方面,最高管治机构的监督作用 | 1.1深化企业治理",41,600759_ST洲际_2025_ESG报告:p41:b4,missing,,,,,,,,候选为 GRI 章节索引，只指向一般公司治理/ESG治理章节，未在候选块中明确披露 ESG 治理架构或机制。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
95,600779_水井坊_2025_ESG报告,e_green_product,error,,,机遇类型：产品和服务；机遇描述：开发低碳产品、推出绿色包装、适应消费者偏好；财务影响表现：低碳或绿色产品需求增加带来收入增长...,22,600779_水井坊_2025_ESG报告:p22:b6,found,,,产品和服务 | 开发低碳产品、推出绿色包装、适应消费者偏好 | 低碳或绿色产品需求增加带来收入增长研发和包装创新投入新产品线和知识产权价值提升 | 中长期 | 中 | 下游,产品和服务 | 开发低碳产品、推出绿色包装、适应消费者偏好 | 低碳或绿色产品需求增加带来收入增长研发和包装创新投入新产品线和知识产权价值提升 | 中长期 | 中 | 下游,22,600779_水井坊_2025_ESG报告:p22:b6,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
96,600779_水井坊_2025_ESG报告,s_patents,error,240,项,新获得专利数 | 项 | 1 | 3 | 未统计 累计获得专利数 | 项 | 240 | 239 | 未统计,54,600779_水井坊_2025_ESG报告:p54:b1,found,240,项,,累计获得专利数 | 项 | 240 | 239 | 未统计,54,600779_水井坊_2025_ESG报告:p54:b1,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
